Date,Price,Open,High,Low,Vol.,Change %
2018-02-11,950.00,950.00,950.00,950.00,-,0.00%
2018-02-12,950.00,950.00,950.00,950.00,-,0.00%
2018-02-13,950.00,950.00,950.00,950.00,-,0.00%
2018-02-14,950.00,950.00,950.00,950.00,-,0.00%
2018-02-15,950.00,950.00,950.00,950.00,-,0.00%
2018-02-16,950.00,950.00,950.00,950.00,-,0.00%
2018-02-17,950.00,950.00,950.00,950.00,-,0.00%
2018-02-18,950.00,950.00,950.00,950.00,-,0.00%
2018-02-19,950.00,950.00,950.00,950.00,-,0.00%
2018-02-20,950.00,950.00,950.00,950.00,-,0.00%
2018-02-21,960.00,960.00,960.00,960.00,-,1.05%
2018-02-22,960.00,960.00,960.00,960.00,-,0.00%
2018-02-23,960.00,960.00,960.00,960.00,-,0.00%
2018-02-24,960.00,960.00,960.00,960.00,-,0.00%
2018-02-25,960.00,960.00,960.00,960.00,-,0.00%
2018-02-26,960.00,960.00,960.00,960.00,-,0.00%
2018-02-27,960.00,960.00,960.00,960.00,-,0.00%
2018-02-28,960.00,960.00,960.00,960.00,-,0.00%
2018-03-01,970.00,970.00,970.00,970.00,-,1.04%
2018-03-02,970.00,970.00,970.00,970.00,-,0.00%
2018-03-03,970.00,970.00,970.00,970.00,-,0.00%
2018-03-04,970.00,970.00,970.00,970.00,-,0.00%
2018-03-05,970.00,970.00,970.00,970.00,-,0.00%
2018-03-06,970.00,970.00,970.00,970.00,-,0.00%
2018-03-07,980.00,980.00,980.00,980.00,-,1.03%
2018-03-08,980.00,980.00,980.00,980.00,-,0.00%
2018-03-09,980.00,980.00,980.00,980.00,-,0.00%
2018-03-10,980.00,980.00,980.00,980.00,-,0.00%
2018-03-11,980.00,980.00,980.00,980.00,-,0.00%
2018-03-12,980.00,980.00,980.00,980.00,-,0.00%
2018-03-13,980.00,980.00,980.00,980.00,-,0.00%
2018-03-14,980.00,980.00,980.00,980.00,-,0.00%
2018-03-15,980.00,980.00,980.00,980.00,-,0.00%
2018-03-16,990.00,990.00,990.00,990.00,-,1.02%
2018-03-17,990.00,990.00,990.00,990.00,-,1.02%
2018-03-18,990.00,990.00,990.00,990.00,-,1.02%
2018-03-19,990.00,990.00,990.00,990.00,-,0.00%
2018-03-20,990.00,990.00,990.00,990.00,-,0.00%
2018-03-21,"1,000.00","1,000.00","1,000.00","1,000.00",-,1.01%
2018-03-22,"1,000.00","1,000.00","1,000.00","1,000.00",-,0.00%
2018-03-23,"1,000.00","1,000.00","1,000.00","1,000.00",-,0.00%
2018-03-24,"1,000.00","1,000.00","1,000.00","1,000.00",-,0.00%
2018-03-25,"1,000.00","1,000.00","1,000.00","1,000.00",-,0.00%
2018-03-26,"1,000.00","1,000.00","1,000.00","1,000.00",-,0.00%
2018-03-27,"1,000.00","1,000.00","1,000.00","1,000.00",-,0.00%
2018-03-28,"1,000.00","1,000.00","1,000.00","1,000.00",-,0.00%
2018-03-29,"1,000.00","1,000.00","1,000.00","1,000.00",-,0.00%
2018-03-30,"1,000.00","1,000.00","1,000.00","1,000.00",-,0.00%
2018-03-31,"1,000.00","1,000.00","1,000.00","1,000.00",-,0.00%
2018-04-01,"1,000.00","1,000.00","1,000.00","1,000.00",-,0.00%
2018-04-02,"1,000.00","1,000.00","1,000.00","1,000.00",-,0.00%
2018-04-03,"1,000.00","1,000.00","1,000.00","1,000.00",-,0.00%
2018-04-04,"1,000.00","1,000.00","1,000.00","1,000.00",-,0.00%
2018-04-05,"1,000.00","1,000.00","1,000.00","1,000.00",-,0.00%
2018-04-06,"1,000.00","1,000.00","1,000.00","1,000.00",-,0.00%
2018-04-07,"1,000.00","1,000.00","1,000.00","1,000.00",-,0.00%
2018-04-08,"1,000.00","1,000.00","1,000.00","1,000.00",-,0.00%
2018-04-09,"1,000.00","1,000.00","1,000.00","1,000.00",-,0.00%
2018-04-10,"1,010.00","1,010.00","1,010.00","1,010.00",-,1.00%
2018-04-11,"1,010.00","1,010.00","1,010.00","1,010.00",-,0.00%
2018-04-12,"1,010.00","1,010.00","1,010.00","1,010.00",-,0.00%
2018-04-13,"1,010.00","1,010.00","1,010.00","1,010.00",-,0.00%
2018-04-14,"1,010.00","1,010.00","1,010.00","1,010.00",-,0.00%
2018-04-15,"1,010.00","1,010.00","1,010.00","1,010.00",-,0.00%
2018-04-16,"1,020.00","1,020.00","1,020.00","1,020.00",-,0.99%
2018-04-17,"1,020.00","1,020.00","1,020.00","1,020.00",-,0.00%
2018-04-18,"1,020.00","1,020.00","1,020.00","1,020.00",-,0.00%
2018-04-19,"1,020.00","1,020.00","1,020.00","1,020.00",-,0.00%
2018-04-20,"1,040.00","1,040.00","1,040.00","1,040.00",-,1.96%
2018-04-21,"1,040.00","1,040.00","1,040.00","1,040.00",-,1.96%
2018-04-22,"1,040.00","1,040.00","1,040.00","1,040.00",-,1.96%
2018-04-23,"1,040.00","1,040.00","1,040.00","1,040.00",-,0.00%
2018-04-24,"1,050.00","1,050.00","1,050.00","1,050.00",-,0.96%
2018-04-25,"1,050.00","1,050.00","1,050.00","1,050.00",-,0.00%
2018-04-26,"1,060.00","1,060.00","1,060.00","1,060.00",-,0.95%
2018-04-27,"1,070.00","1,070.00","1,070.00","1,070.00",-,0.94%
2018-04-28,"1,070.00","1,070.00","1,070.00","1,070.00",-,0.94%
2018-04-29,"1,070.00","1,070.00","1,070.00","1,070.00",-,0.94%
2018-04-30,"1,090.00","1,090.00","1,090.00","1,090.00",-,1.87%
2018-05-01,"1,110.00","1,110.00","1,110.00","1,110.00",-,1.83%
2018-05-02,"1,120.00","1,120.00","1,120.00","1,120.00",-,0.90%
2018-05-03,"1,120.00","1,120.00","1,120.00","1,120.00",-,0.00%
2018-05-04,"1,120.00","1,120.00","1,120.00","1,120.00",-,0.00%
2018-05-05,"1,120.00","1,120.00","1,120.00","1,120.00",-,0.00%
2018-05-06,"1,120.00","1,120.00","1,120.00","1,120.00",-,0.00%
2018-05-07,"1,120.00","1,120.00","1,120.00","1,120.00",-,0.00%
2018-05-08,"1,120.00","1,120.00","1,120.00","1,120.00",-,0.00%
2018-05-09,"1,130.00","1,130.00","1,130.00","1,130.00",-,0.89%
2018-05-10,"1,155.00","1,155.00","1,155.00","1,155.00",-,2.21%
2018-05-11,"1,205.00","1,205.00","1,205.00","1,205.00",-,4.33%
2018-05-12,"1,205.00","1,205.00","1,205.00","1,205.00",-,4.33%
2018-05-13,"1,205.00","1,205.00","1,205.00","1,205.00",-,4.33%
2018-05-14,"1,220.00","1,220.00","1,220.00","1,220.00",-,1.24%
2018-05-15,"1,230.00","1,230.00","1,230.00","1,230.00",-,0.82%
2018-05-16,"1,250.00","1,250.00","1,250.00","1,250.00",-,1.63%
2018-05-17,"1,275.00","1,275.00","1,275.00","1,275.00",-,2.00%
2018-05-18,"1,275.00","1,275.00","1,275.00","1,275.00",-,0.00%
2018-05-19,"1,275.00","1,275.00","1,275.00","1,275.00",-,0.00%
2018-05-20,"1,275.00","1,275.00","1,275.00","1,275.00",-,0.00%
2018-05-21,"1,315.00","1,315.00","1,315.00","1,315.00",-,3.14%
2018-05-22,"1,330.00","1,330.00","1,330.00","1,330.00",-,1.14%
2018-05-23,"1,330.00","1,330.00","1,330.00","1,330.00",-,0.00%
2018-05-24,"1,355.00","1,355.00","1,355.00","1,355.00",-,1.88%
2018-05-25,"1,355.00","1,355.00","1,355.00","1,355.00",-,0.00%
2018-05-26,"1,355.00","1,355.00","1,355.00","1,355.00",-,0.00%
2018-05-27,"1,355.00","1,355.00","1,355.00","1,355.00",-,0.00%
2018-05-28,"1,355.00","1,355.00","1,355.00","1,355.00",-,0.00%
2018-05-29,"1,355.00","1,355.00","1,355.00","1,355.00",-,0.00%
2018-05-30,"1,355.00","1,355.00","1,355.00","1,355.00",-,0.00%
2018-05-31,"1,355.00","1,355.00","1,355.00","1,355.00",-,0.00%
2018-06-01,"1,355.00","1,355.00","1,355.00","1,355.00",-,0.00%
2018-06-02,"1,355.00","1,355.00","1,355.00","1,355.00",-,0.00%
2018-06-03,"1,355.00","1,355.00","1,355.00","1,355.00",-,0.00%
2018-06-04,"1,375.00","1,375.00","1,375.00","1,375.00",-,1.48%
2018-06-05,"1,375.00","1,375.00","1,375.00","1,375.00",-,0.00%
2018-06-06,"1,390.00","1,390.00","1,390.00","1,390.00",-,1.09%
2018-06-07,"1,390.00","1,390.00","1,390.00","1,390.00",-,0.00%
2018-06-08,"1,390.00","1,390.00","1,390.00","1,390.00",-,0.00%
2018-06-09,"1,390.00","1,390.00","1,390.00","1,390.00",-,0.00%
2018-06-10,"1,390.00","1,390.00","1,390.00","1,390.00",-,0.00%
2018-06-11,"1,390.00","1,390.00","1,390.00","1,390.00",-,0.00%
2018-06-12,"1,390.00","1,390.00","1,390.00","1,390.00",-,0.00%
2018-06-13,"1,390.00","1,390.00","1,390.00","1,390.00",-,0.00%
2018-06-14,"1,390.00","1,390.00","1,390.00","1,390.00",-,0.00%
2018-06-15,"1,390.00","1,390.00","1,390.00","1,390.00",-,0.00%
2018-06-16,"1,390.00","1,390.00","1,390.00","1,390.00",-,0.00%
2018-06-17,"1,390.00","1,390.00","1,390.00","1,390.00",-,0.00%
2018-06-18,"1,390.00","1,390.00","1,390.00","1,390.00",-,0.00%
2018-06-19,"1,390.00","1,390.00","1,390.00","1,390.00",-,0.00%
2018-06-20,"1,390.00","1,390.00","1,390.00","1,390.00",-,0.00%
2018-06-21,"1,390.00","1,390.00","1,390.00","1,390.00",-,0.00%
2018-06-22,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.36%
2018-06-23,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.36%
2018-06-24,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.36%
2018-06-25,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-06-26,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-06-27,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-06-28,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-06-29,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-06-30,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-01,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-02,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-03,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-04,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-05,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-06,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-07,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-08,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-09,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-10,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-11,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-12,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-13,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-14,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-15,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-16,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-17,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-18,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-19,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.00%
2018-07-20,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.36%
2018-07-21,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.36%
2018-07-22,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.36%
2018-07-23,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-07-24,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-07-25,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-07-26,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-07-27,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-07-28,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-07-29,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-07-30,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-07-31,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-01,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-02,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-03,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-04,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-05,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-06,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-07,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-08,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-09,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-10,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-11,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-12,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-13,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-14,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-15,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-16,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-17,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-18,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-19,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-20,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-21,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-22,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-23,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-24,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-25,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-26,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-27,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-28,"1,400.00","1,400.00","1,400.00","1,400.00",-,0.00%
2018-08-29,"1,420.00","1,420.00","1,420.00","1,420.00",-,1.43%
2018-08-30,"1,420.00","1,420.00","1,420.00","1,420.00",-,0.00%
2018-08-31,"1,420.00","1,420.00","1,420.00","1,420.00",-,0.00%
2018-09-01,"1,420.00","1,420.00","1,420.00","1,420.00",-,0.00%
2018-09-02,"1,420.00","1,420.00","1,420.00","1,420.00",-,0.00%
2018-09-03,"1,420.00","1,420.00","1,420.00","1,420.00",-,0.00%
2018-09-04,"1,420.00","1,420.00","1,420.00","1,420.00",-,0.00%
2018-09-05,"1,420.00","1,420.00","1,420.00","1,420.00",-,0.00%
2018-09-06,"1,420.00","1,420.00","1,420.00","1,420.00",-,0.00%
2018-09-07,"1,420.00","1,420.00","1,420.00","1,420.00",-,0.00%
2018-09-08,"1,420.00","1,420.00","1,420.00","1,420.00",-,0.00%
2018-09-09,"1,420.00","1,420.00","1,420.00","1,420.00",-,0.00%
2018-09-10,"1,420.00","1,420.00","1,420.00","1,420.00",-,0.00%
2018-09-11,"1,420.00","1,420.00","1,420.00","1,420.00",-,0.00%
2018-09-12,"1,420.00","1,420.00","1,420.00","1,420.00",-,0.00%
2018-09-13,"1,430.00","1,430.00","1,430.00","1,430.00",-,0.70%
2018-09-14,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.70%
2018-09-15,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.70%
2018-09-16,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.70%
2018-09-17,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-09-18,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-09-19,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-09-20,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-09-21,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-09-22,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-09-23,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-09-24,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-09-25,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-09-26,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-09-27,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-09-28,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-09-29,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-09-30,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-01,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-02,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-03,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-04,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-05,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-06,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-07,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-08,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-09,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-10,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-11,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-12,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-13,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-14,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-15,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-16,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-17,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-18,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-19,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-20,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-21,"1,440.00","1,440.00","1,440.00","1,440.00",-,0.00%
2018-10-22,"1,450.00","1,450.00","1,450.00","1,450.00",-,0.69%
2018-10-23,"1,450.00","1,450.00","1,450.00","1,450.00",-,0.00%
2018-10-24,"1,450.00","1,450.00","1,450.00","1,450.00",-,0.00%
2018-10-25,"1,450.00","1,450.00","1,450.00","1,450.00",-,0.00%
2018-10-26,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.69%
2018-10-27,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.69%
2018-10-28,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.69%
2018-10-29,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-10-30,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-10-31,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-01,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-02,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-03,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-04,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-05,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-06,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-07,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-08,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-09,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-10,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-11,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-12,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-13,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-14,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-15,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-16,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-17,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-18,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-19,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-20,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-21,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-22,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-23,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-24,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-25,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-26,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-27,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-28,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-29,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-11-30,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-01,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-02,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-03,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-04,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-05,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-06,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-07,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-08,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-09,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-10,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-11,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-12,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-13,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-14,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-15,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-16,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-17,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-18,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-19,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-20,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-21,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-22,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-23,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-24,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-25,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-26,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-27,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-28,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-29,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-30,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2018-12-31,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2019-01-01,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2019-01-02,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2019-01-03,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2019-01-04,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2019-01-05,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2019-01-06,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2019-01-07,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2019-01-08,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2019-01-09,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2019-01-10,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
2019-01-11,"1,460.00","1,460.00","1,460.00","1,460.00",-,0.00%
