,Date, Open, High, Low, Close
287,2015-12-04,17482.68,17866.47,17482.68,17847.63
288,2015-12-05,17482.68,17866.47,17482.68,17847.63
289,2015-12-06,17482.68,17866.47,17482.68,17847.63
290,2015-12-07,17845.49,17845.49,17639.25,17730.51
291,2015-12-08,17703.99,17703.99,17485.39,17568.0
292,2015-12-09,17558.18,17767.69,17403.51,17492.3
293,2015-12-10,17493.17,17697.74,17474.66,17574.75
294,2015-12-11,17574.75,17574.75,17230.5,17265.21
295,2015-12-12,17574.75,17574.75,17230.5,17265.21
296,2015-12-13,17574.75,17574.75,17230.5,17265.21
297,2015-12-14,17277.11,17378.02,17138.47,17368.5
298,2015-12-15,17374.78,17627.63,17341.18,17524.91
299,2015-12-16,17530.85,17784.36,17483.68,17749.09
300,2015-12-17,17756.54,17796.76,17493.5,17495.84
301,2015-12-18,17495.04,17496.58,17124.31,17128.55
302,2015-12-19,17495.04,17496.58,17124.31,17128.55
303,2015-12-20,17495.04,17496.58,17124.31,17128.55
304,2015-12-21,17154.94,17272.36,17116.73,17251.62
305,2015-12-22,17253.55,17451.11,17242.86,17417.27
306,2015-12-23,17427.63,17607.92,17427.63,17602.61
307,2015-12-24,17593.26,17606.34,17543.95,17552.17
308,2015-12-25,17593.26,17606.34,17543.95,17552.17
309,2015-12-26,17593.26,17606.34,17543.95,17552.17
310,2015-12-27,17593.26,17606.34,17543.95,17552.17
311,2015-12-28,17535.66,17536.9,17437.34,17528.27
312,2015-12-29,17547.37,17750.02,17547.37,17720.98
313,2015-12-30,17711.94,17714.13,17588.87,17603.87
314,2015-12-31,17590.66,17590.66,17421.16,17425.03
315,2016-01-01,17590.66,17590.66,17421.16,17425.03
316,2016-01-02,17590.66,17590.66,17421.16,17425.03
317,2016-01-03,17590.66,17590.66,17421.16,17425.03
318,2016-01-04,17405.48,17405.48,16957.63,17148.94
319,2016-01-05,17147.5,17195.84,17038.61,17158.66
320,2016-01-06,17154.83,17154.83,16817.62,16906.51
321,2016-01-07,16888.36,16888.36,16463.63,16514.1
322,2016-01-08,16519.17,16651.89,16314.57,16346.45
323,2016-01-09,16519.17,16651.89,16314.57,16346.45
324,2016-01-10,16519.17,16651.89,16314.57,16346.45
325,2016-01-11,16358.71,16461.85,16232.03,16398.57
326,2016-01-12,16419.11,16591.35,16322.07,16516.22
327,2016-01-13,16526.63,16593.51,16123.2,16151.41
328,2016-01-14,16159.01,16482.05,16075.12,16379.05
329,2016-01-15,16354.33,16354.33,15842.11,15988.08
330,2016-01-16,16354.33,16354.33,15842.11,15988.08
331,2016-01-17,16354.33,16354.33,15842.11,15988.08
332,2016-01-18,16354.33,16354.33,15842.11,15988.08
333,2016-01-19,16009.45,16171.96,15900.25,16016.02
334,2016-01-20,15989.45,15989.45,15450.56,15766.74
335,2016-01-21,15768.87,16038.59,15704.66,15882.68
336,2016-01-22,15921.1,16136.79,15921.1,16093.51
337,2016-01-23,15921.1,16136.79,15921.1,16093.51
338,2016-01-24,15921.1,16136.79,15921.1,16093.51
339,2016-01-25,16086.46,16086.46,15880.15,15885.22
340,2016-01-26,15893.16,16185.79,15893.16,16167.23
341,2016-01-27,16168.74,16235.03,15878.3,15944.46
342,2016-01-28,15960.28,16102.14,15863.72,16069.64
343,2016-01-29,16090.26,16466.3,16090.26,16466.3
344,2016-01-30,16090.26,16466.3,16090.26,16466.3
345,2016-01-31,16090.26,16466.3,16090.26,16466.3
346,2016-02-01,16453.63,16510.98,16299.47,16449.18
347,2016-02-02,16420.21,16420.21,16108.44,16153.54
348,2016-02-03,16186.2,16381.69,15960.45,16336.66
349,2016-02-04,16329.67,16485.84,16266.16,16416.58
350,2016-02-05,16417.95,16423.63,16129.81,16204.97
351,2016-02-06,16417.95,16423.63,16129.81,16204.97
352,2016-02-07,16417.95,16423.63,16129.81,16204.97
353,2016-02-08,16147.51,16147.51,15803.55,16027.05
354,2016-02-09,16005.41,16136.62,15881.11,16014.38
355,2016-02-10,16035.61,16201.89,15899.91,15914.74
356,2016-02-11,15897.82,15897.82,15503.01,15660.18
357,2016-02-12,15691.62,15974.04,15691.62,15973.84
358,2016-02-13,15691.62,15974.04,15691.62,15973.84
359,2016-02-14,15691.62,15974.04,15691.62,15973.84
360,2016-02-15,15691.62,15974.04,15691.62,15973.84
361,2016-02-16,16012.39,16196.41,16012.39,16196.41
362,2016-02-17,16217.98,16486.12,16217.98,16453.83
363,2016-02-18,16483.76,16511.84,16390.43,16413.43
364,2016-02-19,16410.96,16410.96,16278.0,16391.99
365,2016-02-20,16410.96,16410.96,16278.0,16391.99
366,2016-02-21,16410.96,16410.96,16278.0,16391.99
367,2016-02-22,16417.13,16664.24,16417.13,16620.66
368,2016-02-23,16610.39,16610.39,16403.53,16431.78
369,2016-02-24,16418.84,16507.39,16165.86,16484.99
370,2016-02-25,16504.38,16697.98,16458.42,16697.29
371,2016-02-26,16712.7,16795.98,16623.91,16639.97
372,2016-02-27,16712.7,16795.98,16623.91,16639.97
373,2016-02-28,16712.7,16795.98,16623.91,16639.97
374,2016-02-29,16634.15,16726.12,16510.4,16516.5
375,2016-03-01,16545.67,16865.56,16545.67,16865.08
376,2016-03-02,16851.17,16900.17,16766.32,16899.32
377,2016-03-03,16896.17,16944.31,16820.73,16943.9
378,2016-03-04,16945.0,17062.38,16898.84,17006.77
379,2016-03-05,16945.0,17062.38,16898.84,17006.77
380,2016-03-06,16945.0,17062.38,16898.84,17006.77
381,2016-03-07,16991.29,17099.25,16940.48,17073.95
382,2016-03-08,17050.67,17072.79,16921.51,16964.1
383,2016-03-09,16969.17,17048.5,16947.94,17000.36
384,2016-03-10,17006.05,17130.11,16821.86,16995.13
385,2016-03-11,17014.99,17220.09,17014.99,17213.31
386,2016-03-12,17014.99,17220.09,17014.99,17213.31
387,2016-03-13,17014.99,17220.09,17014.99,17213.31
388,2016-03-14,17207.49,17275.07,17161.16,17229.13
389,2016-03-15,17217.15,17251.7,17120.35,17251.53
390,2016-03-16,17249.34,17379.18,17204.07,17325.76
391,2016-03-17,17321.38,17529.01,17297.65,17481.49
392,2016-03-18,17481.49,17620.58,17481.49,17602.3
393,2016-03-19,17481.49,17620.58,17481.49,17602.3
394,2016-03-20,17481.49,17620.58,17481.49,17602.3
395,2016-03-21,17589.7,17644.97,17551.28,17623.87
396,2016-03-22,17602.71,17648.94,17540.42,17582.57
397,2016-03-23,17588.81,17588.81,17486.27,17502.59
398,2016-03-24,17485.33,17517.14,17399.01,17515.73
399,2016-03-25,17485.33,17517.14,17399.01,17515.73
400,2016-03-26,17485.33,17517.14,17399.01,17515.73
401,2016-03-27,17485.33,17517.14,17399.01,17515.73
402,2016-03-28,17526.08,17583.81,17493.03,17535.39
403,2016-03-29,17512.58,17642.81,17434.27,17633.11
404,2016-03-30,17652.36,17790.11,17652.36,17716.66
405,2016-03-31,17716.05,17755.7,17669.72,17685.09
406,2016-04-01,17661.74,17811.48,17568.02,17792.75
407,2016-04-02,17661.74,17811.48,17568.02,17792.75
408,2016-04-03,17661.74,17811.48,17568.02,17792.75
409,2016-04-04,17799.39,17806.38,17710.67,17737.0
410,2016-04-05,17718.03,17718.03,17579.56,17603.32
411,2016-04-06,17605.45,17723.55,17542.54,17716.05
412,2016-04-07,17687.28,17687.28,17484.23,17541.96
413,2016-04-08,17555.39,17694.51,17528.16,17576.96
414,2016-04-09,17555.39,17694.51,17528.16,17576.96
415,2016-04-10,17555.39,17694.51,17528.16,17576.96
416,2016-04-11,17586.48,17731.63,17555.9,17556.41
417,2016-04-12,17571.34,17744.43,17553.57,17721.25
418,2016-04-13,17741.66,17918.35,17741.66,17908.28
419,2016-04-14,17912.25,17962.14,17885.44,17926.43
420,2016-04-15,17925.95,17937.65,17867.41,17897.46
421,2016-04-16,17925.95,17937.65,17867.41,17897.46
422,2016-04-17,17925.95,17937.65,17867.41,17897.46
423,2016-04-18,17890.2,18009.53,17848.22,18004.16
424,2016-04-19,18012.1,18103.46,17984.43,18053.6
425,2016-04-20,18059.49,18167.63,18031.21,18096.27
426,2016-04-21,18092.84,18107.29,17963.89,17982.52
427,2016-04-22,17985.05,18026.85,17909.89,18003.75
428,2016-04-23,17985.05,18026.85,17909.89,18003.75
429,2016-04-24,17985.05,18026.85,17909.89,18003.75
430,2016-04-25,17990.94,17990.94,17855.55,17977.24
431,2016-04-26,17987.38,18043.77,17934.17,17990.32
432,2016-04-27,17996.14,18084.66,17920.26,18041.55
433,2016-04-28,18023.88,18035.73,17796.55,17830.76
434,2016-04-29,17813.09,17814.83,17651.98,17773.64
435,2016-04-30,17813.09,17814.83,17651.98,17773.64
436,2016-05-01,17813.09,17814.83,17651.98,17773.64
437,2016-05-02,17783.78,17912.35,17773.71,17891.16
438,2016-05-03,17870.75,17870.75,17670.88,17750.91
439,2016-05-04,17735.02,17738.06,17609.01,17651.26
440,2016-05-05,17664.48,17736.11,17615.82,17660.71
441,2016-05-06,17650.3,17744.54,17580.38,17740.63
442,2016-05-07,17650.3,17744.54,17580.38,17740.63
443,2016-05-08,17650.3,17744.54,17580.38,17740.63
444,2016-05-09,17743.85,17783.16,17668.38,17705.91
445,2016-05-10,17726.66,17934.61,17726.66,17928.35
446,2016-05-11,17919.03,17919.03,17711.05,17711.12
447,2016-05-12,17722.01,17798.19,17625.38,17720.5
448,2016-05-13,17711.12,17734.74,17512.48,17535.32
449,2016-05-14,17711.12,17734.74,17512.48,17535.32
450,2016-05-15,17711.12,17734.74,17512.48,17535.32
451,2016-05-16,17531.76,17755.8,17531.76,17710.71
452,2016-05-17,17701.46,17701.46,17469.92,17529.98
453,2016-05-18,17501.28,17636.22,17418.21,17526.62
454,2016-05-19,17514.16,17514.16,17331.07,17435.4
455,2016-05-20,17437.32,17571.75,17437.32,17500.94
456,2016-05-21,17437.32,17571.75,17437.32,17500.94
457,2016-05-22,17437.32,17571.75,17437.32,17500.94
458,2016-05-23,17507.04,17550.7,17480.05,17492.93
459,2016-05-24,17525.19,17742.59,17525.19,17706.05
460,2016-05-25,17735.09,17891.71,17735.09,17851.51
461,2016-05-26,17859.52,17888.66,17803.82,17828.29
462,2016-05-27,17826.85,17873.22,17824.73,17873.22
463,2016-05-28,17826.85,17873.22,17824.73,17873.22
464,2016-05-29,17826.85,17873.22,17824.73,17873.22
465,2016-05-30,17826.85,17873.22,17824.73,17873.22
466,2016-05-31,17891.5,17899.24,17724.03,17787.2
467,2016-06-01,17754.55,17809.18,17664.79,17789.67
468,2016-06-02,17789.05,17838.56,17703.55,17838.56
469,2016-06-03,17799.8,17833.17,17689.68,17807.06
470,2016-06-04,17799.8,17833.17,17689.68,17807.06
471,2016-06-05,17799.8,17833.17,17689.68,17807.06
472,2016-06-06,17825.69,17949.68,17822.81,17920.33
473,2016-06-07,17936.22,18003.23,17936.22,17938.28
474,2016-06-08,17931.91,18016.0,17931.91,18005.05
475,2016-06-09,17969.98,18005.22,17915.88,17985.19
476,2016-06-10,17938.82,17938.82,17812.34,17865.34
477,2016-06-11,17938.82,17938.82,17812.34,17865.34
478,2016-06-12,17938.82,17938.82,17812.34,17865.34
479,2016-06-13,17830.5,17893.28,17731.35,17732.48
480,2016-06-14,17710.77,17733.92,17595.79,17674.82
