date,RV
2019-11-12,0.0001462548925498
2019-11-13,0.0001387938781164
2019-11-14,0.0001284286200236
2019-11-15,0.0004685821296046
2019-11-16,3.1026890179431914e-05
2019-11-17,0.0002056198273827
2019-11-18,0.0006098850584008
2019-11-19,9.518462974482012e-05
2019-11-20,6.781176912198767e-05
2019-11-21,0.0017679538923472
2019-11-22,0.0044465946121034
2019-11-23,0.0004555060022144
2019-11-24,0.0017112080575313
2019-11-25,0.0049579236232953
2019-11-26,0.0006410724715235
2019-11-27,0.0018896360694077
2019-11-28,0.0009450246278228
2019-11-29,0.0016913228743888
2019-11-30,0.0004255060621188
2019-12-01,0.0012282347370463
2019-12-02,0.0002893951453364
2019-12-03,0.0002218531846679
2019-12-04,0.0034111409726761
2019-12-05,0.0002818285986353
2019-12-06,0.0002624764153523
2019-12-07,2.1005380699551263e-05
2019-12-08,0.000291022752717
2019-12-09,0.0001384953179948
2019-12-10,0.0002573943585831
2019-12-11,7.205011079862661e-05
2019-12-12,9.46537824419008e-05
2019-12-13,3.550228615768238e-05
2019-12-14,0.0004047102696921
2019-12-15,0.0001665900272296
2019-12-16,0.000761014589364
2019-12-17,0.0013819056781099
2019-12-18,0.0035884898914696
2019-12-19,0.0004421322954476
2019-12-20,2.896677079886593e-05
2019-12-21,4.8037788774115286e-05
2019-12-22,0.0011420987707968
2019-12-23,0.0010332716068882
2019-12-24,0.000510819012616
2019-12-25,0.0001345720032941
2019-12-26,0.0003661220532037
2019-12-27,0.000352667040041
2019-12-28,7.604455373148294e-05
2019-12-29,0.0003059158395165
2019-12-30,0.0002140142741323
2019-12-31,7.171010304618204e-05
2020-01-01,6.201525411637324e-05
2020-01-02,0.0005806213172381
2020-01-03,0.0016600270613772
2020-01-04,2.557185707987657e-05
2020-01-05,0.0004800318307148
2020-01-06,0.0014544645266717
2020-01-07,0.0021927037342006
2020-01-08,0.0023283556828398
2020-01-09,0.0004130372076559
2020-01-10,0.0012605254010801
2020-01-11,0.0005424532296022
2020-01-12,0.0001511174011492
2020-01-13,0.0001139796348257
2020-01-14,0.0023219800121038
2020-01-15,0.0004468582320405
2020-01-16,0.0004929218064007
2020-01-17,0.0004206583883064
2020-01-18,9.560935463888328e-05
2020-01-19,0.0028292791758784
2020-01-20,0.0001325952049922
2020-01-21,0.0007688866853593
2020-01-22,8.858709169828733e-05
2020-01-23,0.0005263341457542
2020-01-24,0.0003568256712465
2020-01-25,0.000320996119185
2020-01-26,0.0003343850941876
2020-01-27,0.0004379293533265
2020-01-28,0.0022625699694615
2020-01-29,0.0002581245001545
2020-01-30,0.0003458373906977
2020-01-31,0.0001715712995308
2020-02-01,0.0001500945622759
2020-02-02,0.0004539812752622
2020-02-03,0.0001519244879001
2020-02-04,0.0001154274939177
2020-02-05,0.0006928435410118
2020-02-06,0.0001742765994568
2020-02-07,3.608555835626959e-05
2020-02-08,0.0001752346432964
2020-02-09,0.0003670058248044
2020-02-10,0.0004461639669504
2020-02-11,0.001511611785701
2020-02-12,0.0001430880923039
2020-02-13,0.0004645230571467
2020-02-14,0.0004276934279365
2020-02-15,0.000754627298941
2020-02-16,0.0006102735219668
2020-02-17,0.0004127521408419
2020-02-18,0.0008873811433138
2020-02-19,0.0033575570712298
2020-02-20,6.146797954576544e-05
2020-02-21,0.0001525218510376
2020-02-22,8.728434294912919e-05
2020-02-23,0.0003573587881964
2020-02-24,0.0006518110098568
2020-02-25,0.0008496290195241
2020-02-26,0.000938356334491
2020-02-27,0.0003039472837092
2020-02-28,0.0011578185162151
2020-02-29,0.0003419251358438
2020-03-01,0.0004709581145985
2020-03-02,0.0004033098110923
2020-03-03,0.0005039285891997
2020-03-04,0.0001712824813437
2020-03-05,0.0008498913893551
2020-03-06,0.0003668428709022
2020-03-07,0.0006553281568879
2020-03-08,0.0030233409558265
2020-03-09,0.0008562879847507
2020-03-10,0.002690006170965
2020-03-11,0.0003444367373481
2020-03-12,0.0957496067667558
2020-03-13,0.0110797173575147
2020-03-14,0.0027627834733947
2020-03-15,0.0016329159437138
2020-03-16,0.0281469250863613
2020-03-17,0.0039567421453272
2020-03-18,0.0038492453103724
2020-03-19,0.0074010772057181
2020-03-20,0.0075191221990871
2020-03-21,0.0007008765200222
2020-03-22,0.0024120701468098
2020-03-23,0.0060233226929745
2020-03-24,0.0015299557157149
2020-03-25,0.0020722977531548
2020-03-26,0.0006933298535961
2020-03-27,0.0024352979742947
2020-03-28,0.0016618069561341
2020-03-29,0.0014658153852217
2020-03-30,0.0023024021806777
2020-03-31,0.0002578116623578
2020-04-01,0.0048266512856802
2020-04-02,0.0003960154640734
2020-04-03,0.0024775296414233
2020-04-04,0.0003873378274
2020-04-05,0.0001092001407695
2020-04-06,0.001346224538554
2020-04-07,0.000295641188212
2020-04-08,0.0005083218737998
2020-04-09,0.0006864110456013
2020-04-10,0.0023026718769629
2020-04-11,0.000242550736308
2020-04-12,0.0017602684656335
2020-04-13,0.0013240078570331
2020-04-14,0.0003219334022692
2020-04-15,0.0006307588837466
2020-04-16,0.0016529274537279
2020-04-17,0.000129113593322
2020-04-18,0.0004986078417203
2020-04-19,0.0002619009449839
2020-04-20,0.0031463087054689
2020-04-21,0.0002485868105782
2020-04-22,0.0006668297125314
2020-04-23,0.0030419909895832
2020-04-24,0.0001716424036701
2020-04-25,4.9698711513357486e-05
2020-04-26,0.000678855525872
2020-04-27,0.0001584296340731
2020-04-28,0.0001147147737426
2020-04-29,0.0034670204558422
2020-04-30,0.0054659563097087
2020-05-01,0.0017452486094918
2020-05-02,0.0003209889693054
2020-05-03,0.0012938367789969
2020-05-04,0.0008252169212127
2020-05-05,0.0008698720734543
2020-05-06,0.0011857238175506
2020-05-07,0.0022632394412969
2020-05-08,0.0004744591233135
2020-05-09,0.0012786287575026
2020-05-10,0.0116641657759985
2020-05-11,0.0015797060882118
2020-05-12,0.0007970376578327
